Editing effect,Group
0.50712,All SNPs
5.0201,All SNPs
4.1476,All SNPs
4.1476,All SNPs
4.1476,All SNPs
4.1476,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
4.122,All SNPs
1.2199,All SNPs
5.76,All SNPs
5.76,All SNPs
5.76,All SNPs
5.76,All SNPs
5.5797,All SNPs
4.2054,All SNPs
1.1655,All SNPs
1.1655,All SNPs
1.1655,All SNPs
1.1655,All SNPs
1.1655,All SNPs
1.1655,All SNPs
1.1655,All SNPs
1.1655,All SNPs
0.48616,All SNPs
4.2058,All SNPs
1.3277,All SNPs
1.3277,All SNPs
1.3277,All SNPs
0.66975,All SNPs
5.8426,All SNPs
5.8426,All SNPs
7.084,All SNPs
4.009,All SNPs
4.009,All SNPs
4.009,All SNPs
0.50568,All SNPs
0.50568,All SNPs
0.50568,All SNPs
1.3046,All SNPs
1.3046,All SNPs
1.3046,All SNPs
1.3046,All SNPs
1.3046,All SNPs
1.3046,All SNPs
1.3046,All SNPs
1.3046,All SNPs
1.3046,All SNPs
1.3046,All SNPs
1.3046,All SNPs
1.3046,All SNPs
1.0921,All SNPs
1.1819,All SNPs
8.0026,All SNPs
4.2091,All SNPs
0.88998,All SNPs
0.88998,All SNPs
0.88998,All SNPs
4.5393,All SNPs
1.1331,All SNPs
1.1331,All SNPs
1.1331,All SNPs
1.1331,All SNPs
3.8912,All SNPs
3.8912,All SNPs
1.274,All SNPs
1.274,All SNPs
1.274,All SNPs
4.011,All SNPs
1.2756,All SNPs
1.2756,All SNPs
1.2756,All SNPs
1.0381,All SNPs
1.0381,All SNPs
1.0381,All SNPs
1.0381,All SNPs
1.0381,All SNPs
1.0381,All SNPs
1.0381,All SNPs
1.2387,All SNPs
7.1563,All SNPs
0.76994,All SNPs
0.32948,All SNPs
0.32948,All SNPs
0.32948,All SNPs
0.32948,All SNPs
5.0471,All SNPs
5.0471,All SNPs
0.8115,All SNPs
0.8115,All SNPs
0.8115,All SNPs
0.8115,All SNPs
0.8115,All SNPs
0.8115,All SNPs
0.8115,All SNPs
0.8115,All SNPs
0.8115,All SNPs
0.8115,All SNPs
0.8115,All SNPs
0.8115,All SNPs
0.8115,All SNPs
4.2469,All SNPs
4.2469,All SNPs
5.1753,All SNPs
5.1753,All SNPs
5.1753,All SNPs
3.732,All SNPs
0.031109,All SNPs
0.031109,All SNPs
0.031109,All SNPs
0.031109,All SNPs
0.78135,All SNPs
0.78135,All SNPs
0.78135,All SNPs
0.78135,All SNPs
0.78135,All SNPs
0.78135,All SNPs
0.78135,All SNPs
0.78135,All SNPs
0.78135,All SNPs
0.78135,All SNPs
0.78135,All SNPs
3.8322,All SNPs
3.4378,All SNPs
3.4378,All SNPs
3.4378,All SNPs
0.71577,All SNPs
0.71577,All SNPs
4.659,All SNPs
4.659,All SNPs
4.659,All SNPs
4.9333,All SNPs
3.7613,All SNPs
4.2122,All SNPs
4.2122,All SNPs
4.2122,All SNPs
4.2122,All SNPs
4.2122,All SNPs
4.2122,All SNPs
5.8983,All SNPs
0.097887,All SNPs
4.0977,All SNPs
4.0977,All SNPs
5.6001,All SNPs
6.2735,All SNPs
1.2202,All SNPs
1.2202,All SNPs
0.80606,All SNPs
0.80606,All SNPs
7.7627,All SNPs
7.7627,All SNPs
7.7627,All SNPs
4.6976,All SNPs
4.6976,All SNPs
4.6976,All SNPs
4.6976,All SNPs
4.6976,All SNPs
4.6976,All SNPs
4.6976,All SNPs
4.6976,All SNPs
4.4879,All SNPs
3.9285,All SNPs
3.9285,All SNPs
3.9285,All SNPs
1.0659,All SNPs
1.0659,All SNPs
1.0659,All SNPs
1.0659,All SNPs
1.0659,All SNPs
1.0659,All SNPs
1.0659,All SNPs
4.7748,All SNPs
4.7748,All SNPs
4.7748,All SNPs
0.64051,All SNPs
0.64051,All SNPs
1.0767,All SNPs
1.0767,All SNPs
1.0767,All SNPs
1.0767,All SNPs
6.62,All SNPs
4.2336,All SNPs
4.2336,All SNPs
4.6187,All SNPs
0.91831,All SNPs
0.91831,All SNPs
4.4172,All SNPs
4.8423,All SNPs
0.72045,All SNPs
0.72045,All SNPs
0.72045,All SNPs
0.72045,All SNPs
3.6111,All SNPs
3.6111,All SNPs
3.6111,All SNPs
4.0137,All SNPs
4.0137,All SNPs
4.0137,All SNPs
4.0137,All SNPs
4.0137,All SNPs
4.0137,All SNPs
3.4897,All SNPs
6.5517,All SNPs
6.5517,All SNPs
6.5517,All SNPs
6.5517,All SNPs
6.5517,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
5.5392,All SNPs
0.3743,All SNPs
0.3743,All SNPs
0.3743,All SNPs
0.3743,All SNPs
0.3743,All SNPs
5.0785,All SNPs
0.87501,All SNPs
7.4486,All SNPs
7.7029,All SNPs
7.7029,All SNPs
7.7029,All SNPs
7.7029,All SNPs
7.7029,All SNPs
7.7029,All SNPs
7.7029,All SNPs
7.7029,All SNPs
7.7029,All SNPs
7.7029,All SNPs
7.7029,All SNPs
7.7029,All SNPs
7.7029,All SNPs
5.2677,All SNPs
5.2677,All SNPs
4.0648,All SNPs
4.0648,All SNPs
4.0648,All SNPs
4.0648,All SNPs
4.0648,All SNPs
4.0648,All SNPs
4.0648,All SNPs
1.0559,All SNPs
1.0559,All SNPs
6.9339,All SNPs
6.9339,All SNPs
7.755,All SNPs
0.8529,All SNPs
1.1764,All SNPs
0.30476,All SNPs
0.30476,All SNPs
0.30476,All SNPs
4.0992,All SNPs
1.152,All SNPs
3.4645,All SNPs
1.3235,All SNPs
1.3235,All SNPs
1.3235,All SNPs
1.3235,All SNPs
1.3235,All SNPs
6.9749,All SNPs
1.0941,All SNPs
1.0941,All SNPs
1.0941,All SNPs
1.0941,All SNPs
0.59558,All SNPs
0.59558,All SNPs
0.59558,All SNPs
0.59558,All SNPs
6.9992,All SNPs
6.9992,All SNPs
3.4375,All SNPs
3.4375,All SNPs
3.4375,All SNPs
3.4375,All SNPs
3.4375,All SNPs
0.32823,All SNPs
0.32823,All SNPs
0.32823,All SNPs
0.32823,All SNPs
0.32823,All SNPs
5.4617,All SNPs
5.4617,All SNPs
0.84787,All SNPs
0.40241,All SNPs
0.40241,All SNPs
0.71982,All SNPs
0.71982,All SNPs
0.71982,All SNPs
0.71982,All SNPs
0.71982,All SNPs
0.71982,All SNPs
0.71982,All SNPs
0.12218,All SNPs
0.89785,All SNPs
0.89785,All SNPs
4.5183,All SNPs
1.1042,All SNPs
1.1042,All SNPs
1.1042,All SNPs
1.1042,All SNPs
4.3362,All SNPs
1.0716,All SNPs
1.0716,All SNPs
1.2644,All SNPs
1.2644,All SNPs
1.2644,All SNPs
5.6947,All SNPs
6.7625,All SNPs
6.7625,All SNPs
6.7625,All SNPs
6.7625,All SNPs
1.2313,All SNPs
0.12573,All SNPs
3.4861,All SNPs
4.9544,All SNPs
0.71645,All SNPs
1.2249,All SNPs
1.2249,All SNPs
1.2249,All SNPs
1.2249,All SNPs
1.2249,All SNPs
1.2249,All SNPs
1.2249,All SNPs
1.2249,All SNPs
4.0117,All SNPs
3.9086,All SNPs
3.9086,All SNPs
4.3835,All SNPs
4.2037,All SNPs
4.2037,All SNPs
1.0506,All SNPs
1.0506,All SNPs
1.0146,All SNPs
1.0146,All SNPs
1.0146,All SNPs
1.0076,All SNPs
1.0076,All SNPs
4.7529,All SNPs
4.7529,All SNPs
0.73352,All SNPs
0.73352,All SNPs
0.73352,All SNPs
0.73352,All SNPs
0.73352,All SNPs
4.7572,All SNPs
4.7572,All SNPs
4.7572,All SNPs
3.4137,All SNPs
3.934,All SNPs
3.934,All SNPs
3.934,All SNPs
3.934,All SNPs
3.934,All SNPs
5.897,All SNPs
0.71208,All SNPs
1.335,All SNPs
1.335,All SNPs
4.0261,All SNPs
4.0261,All SNPs
4.0261,All SNPs
4.0261,All SNPs
1.0904,All SNPs
1.0904,All SNPs
1.0904,All SNPs
1.0904,All SNPs
1.0904,All SNPs
0.3583,All SNPs
0.3583,All SNPs
0.3583,All SNPs
0.3583,All SNPs
3.8692,All SNPs
3.8692,All SNPs
3.8692,All SNPs
3.8692,All SNPs
1.3072,All SNPs
1.3072,All SNPs
4.5,All SNPs
4.5,All SNPs
4.5,All SNPs
4.5,All SNPs
4.5,All SNPs
4.7875,All SNPs
4.7875,All SNPs
4.7875,All SNPs
4.7875,All SNPs
4.7875,All SNPs
1.1913,All SNPs
1.1913,All SNPs
1.1913,All SNPs
1.1913,All SNPs
1.1913,All SNPs
1.1913,All SNPs
0.63496,All SNPs
0.63496,All SNPs
0.63496,All SNPs
0.63496,All SNPs
0.63496,All SNPs
0.63496,All SNPs
0.63496,All SNPs
5.3843,All SNPs
5.3843,All SNPs
5.3843,All SNPs
5.3843,All SNPs
5.3843,All SNPs
5.3843,All SNPs
0.54432,All SNPs
3.5656,All SNPs
4.4989,All SNPs
4.4989,All SNPs
1.1152,All SNPs
1.1152,All SNPs
1.1152,All SNPs
1.1152,All SNPs
1.2177,All SNPs
0.55086,All SNPs
0.55086,All SNPs
0.55086,All SNPs
0.71146,All SNPs
0.71146,All SNPs
0.71146,All SNPs
0.71146,All SNPs
4.8751,All SNPs
5.9633,All SNPs
4.7677,All SNPs
5.8433,All SNPs
5.8433,All SNPs
5.8433,All SNPs
5.8433,All SNPs
4.9287,All SNPs
4.9287,All SNPs
1.114,All SNPs
0.76866,All SNPs
0.76866,All SNPs
0.76866,All SNPs
4.1434,All SNPs
4.1434,All SNPs
4.1434,All SNPs
4.1434,All SNPs
4.1434,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.9946,All SNPs
4.8501,All SNPs
4.7298,All SNPs
4.7298,All SNPs
4.9199,All SNPs
4.9199,All SNPs
4.9199,All SNPs
4.9199,All SNPs
5.0783,All SNPs
5.0783,All SNPs
5.0783,All SNPs
5.0783,All SNPs
5.0783,All SNPs
5.0783,All SNPs
5.0783,All SNPs
1.2836,All SNPs
1.2836,All SNPs
1.2836,All SNPs
1.2836,All SNPs
1.2836,All SNPs
1.2836,All SNPs
1.2836,All SNPs
1.2471,All SNPs
1.2471,All SNPs
1.2471,All SNPs
1.2471,All SNPs
1.2471,All SNPs
1.2471,All SNPs
1.2471,All SNPs
1.2471,All SNPs
1.2471,All SNPs
1.2471,All SNPs
1.2471,All SNPs
1.2471,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
4.9346,All SNPs
1.2918,All SNPs
1.2918,All SNPs
1.2918,All SNPs
1.2918,All SNPs
1.2918,All SNPs
1.2918,All SNPs
1.2918,All SNPs
1.2918,All SNPs
1.2918,All SNPs
1.2918,All SNPs
1.2918,All SNPs
1.2918,All SNPs
4.0046,All SNPs
4.0046,All SNPs
0.54598,All SNPs
0.54598,All SNPs
0.54598,All SNPs
0.54598,All SNPs
0.54598,All SNPs
0.54598,All SNPs
0.54598,All SNPs
0.54598,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
7.3765,All SNPs
0.37294,All SNPs
5.6748,All SNPs
5.6748,All SNPs
0.82321,All SNPs
0.82321,All SNPs
0.82321,All SNPs
0.82321,All SNPs
0.82321,All SNPs
0.82321,All SNPs
0.82321,All SNPs
0.82321,All SNPs
0.82321,All SNPs
7.8643,All SNPs
7.8643,All SNPs
7.8643,All SNPs
6.6064,All SNPs
6.6064,All SNPs
6.6064,All SNPs
5.2363,All SNPs
0.66641,All SNPs
0.66641,All SNPs
0.66641,All SNPs
3.7986,All SNPs
3.7986,All SNPs
3.7986,All SNPs
3.7986,All SNPs
3.7986,All SNPs
3.4894,All SNPs
0.16351,All SNPs
0.16351,All SNPs
0.16351,All SNPs
0.16351,All SNPs
0.16351,All SNPs
3.6576,All SNPs
1.2643,All SNPs
1.2643,All SNPs
1.2643,All SNPs
1.2643,All SNPs
1.2643,All SNPs
1.2643,All SNPs
5.1403,All SNPs
5.1403,All SNPs
5.1403,All SNPs
5.1403,All SNPs
1.0834,All SNPs
1.0834,All SNPs
1.0834,All SNPs
1.0834,All SNPs
1.0834,All SNPs
1.0834,All SNPs
1.0834,All SNPs
4.2901,All SNPs
4.2901,All SNPs
4.2901,All SNPs
4.2901,All SNPs
1.057,All SNPs
1.057,All SNPs
4.4352,All SNPs
4.4352,All SNPs
4.4352,All SNPs
4.4352,All SNPs
4.4352,All SNPs
4.4352,All SNPs
4.4352,All SNPs
4.4352,All SNPs
4.4352,All SNPs
4.4352,All SNPs
5.6985,All SNPs
5.6985,All SNPs
1.1987,All SNPs
5.5549,All SNPs
5.5549,All SNPs
5.5549,All SNPs
5.5549,All SNPs
5.5549,All SNPs
5.5549,All SNPs
1.231,All SNPs
1.231,All SNPs
1.231,All SNPs
1.231,All SNPs
1.1982,All SNPs
1.1982,All SNPs
1.1982,All SNPs
0.9183,All SNPs
5.1886,All SNPs
3.8034,All SNPs
3.8034,All SNPs
3.8034,All SNPs
3.8034,All SNPs
5.1658,All SNPs
5.1658,All SNPs
5.1658,All SNPs
5.1658,All SNPs
5.1658,All SNPs
0.9591,All SNPs
0.9591,All SNPs
6.1557,All SNPs
6.1557,All SNPs
6.1557,All SNPs
6.1557,All SNPs
6.1557,All SNPs
0.26196,All SNPs
0.26196,All SNPs
0.26196,All SNPs
0.26196,All SNPs
0.26196,All SNPs
0.26196,All SNPs
0.26196,All SNPs
0.26196,All SNPs
5.88,All SNPs
5.88,All SNPs
5.88,All SNPs
5.88,All SNPs
5.88,All SNPs
5.88,All SNPs
5.88,All SNPs
5.88,All SNPs
5.88,All SNPs
4.1012,All SNPs
4.1012,All SNPs
4.1012,All SNPs
3.8973,All SNPs
5.299,All SNPs
0.76666,All SNPs
0.76666,All SNPs
0.76666,All SNPs
0.76666,All SNPs
3.9056,All SNPs
3.9056,All SNPs
6.513,All SNPs
6.513,All SNPs
6.513,All SNPs
6.513,All SNPs
6.513,All SNPs
6.513,All SNPs
6.513,All SNPs
6.513,All SNPs
6.513,All SNPs
6.513,All SNPs
6.513,All SNPs
1.2664,All SNPs
1.1451,All SNPs
1.1451,All SNPs
1.1451,All SNPs
1.1451,All SNPs
6.3817,All SNPs
6.3817,All SNPs
6.3817,All SNPs
6.3817,All SNPs
6.3817,All SNPs
0.053521,All SNPs
0.053521,All SNPs
0.27419,All SNPs
0.27419,All SNPs
0.27419,All SNPs
0.27419,All SNPs
0.27419,All SNPs
0.27419,All SNPs
0.27419,All SNPs
6.7232,All SNPs
1.2023,All SNPs
1.2025,All SNPs
4.2329,All SNPs
4.2329,All SNPs
4.909,All SNPs
1.0023,All SNPs
1.0023,All SNPs
1.0023,All SNPs
0.70241,All SNPs
0.70241,All SNPs
0.70241,All SNPs
0.72411,All SNPs
0.72411,All SNPs
0.72411,All SNPs
3.4714,All SNPs
3.4714,All SNPs
3.4714,All SNPs
3.4714,All SNPs
3.4714,All SNPs
3.4714,All SNPs
3.4714,All SNPs
3.4714,All SNPs
3.4714,All SNPs
3.4714,All SNPs
5.6054,All SNPs
5.6054,All SNPs
5.6054,All SNPs
5.6054,All SNPs
5.6054,All SNPs
5.6054,All SNPs
5.6054,All SNPs
5.6054,All SNPs
5.6054,All SNPs
5.6054,All SNPs
5.6054,All SNPs
3.5706,All SNPs
3.5706,All SNPs
3.5706,All SNPs
3.5706,All SNPs
3.5706,All SNPs
3.5706,All SNPs
3.5706,All SNPs
3.5706,All SNPs
3.5706,All SNPs
3.5706,All SNPs
0.78047,All SNPs
0.78047,All SNPs
1.1659,All SNPs
1.1659,All SNPs
1.1659,All SNPs
1.1659,All SNPs
0.77635,All SNPs
0.77635,All SNPs
0.77635,All SNPs
0.77635,All SNPs
0.77635,All SNPs
3.588,All SNPs
3.588,All SNPs
3.588,All SNPs
3.588,All SNPs
3.588,All SNPs
5.2722,All SNPs
4.571,All SNPs
0.8122,All SNPs
1.146,All SNPs
5.7911,All SNPs
5.7911,All SNPs
5.7911,All SNPs
5.7911,All SNPs
5.7911,All SNPs
5.239,All SNPs
5.239,All SNPs
5.239,All SNPs
5.239,All SNPs
5.239,All SNPs
7.903,All SNPs
7.903,All SNPs
4.8585,All SNPs
5.4685,All SNPs
5.4685,All SNPs
5.4685,All SNPs
3.7691,All SNPs
5.302,All SNPs
5.4457,All SNPs
4.6326,All SNPs
1.2092,All SNPs
1.2092,All SNPs
1.0601,All SNPs
1.0601,All SNPs
1.0601,All SNPs
0.61357,All SNPs
0.61357,All SNPs
0.61357,All SNPs
6.6946,All SNPs
4.8201,All SNPs
6.0174,All SNPs
3.6587,All SNPs
3.8016,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
3.5054,All SNPs
0.60895,All SNPs
5.4159,All SNPs
5.4159,All SNPs
5.4159,All SNPs
5.4159,All SNPs
4.7751,All SNPs
4.7751,All SNPs
4.7751,All SNPs
4.7751,All SNPs
4.7751,All SNPs
4.7751,All SNPs
3.9034,All SNPs
3.9034,All SNPs
0.66278,All SNPs
5.4553,All SNPs
5.4553,All SNPs
5.4553,All SNPs
5.4553,All SNPs
5.4553,All SNPs
5.4553,All SNPs
5.4553,All SNPs
5.4553,All SNPs
5.4553,All SNPs
5.4553,All SNPs
5.4553,All SNPs
0.35776,All SNPs
0.35776,All SNPs
0.35776,All SNPs
3.9208,All SNPs
1.2642,All SNPs
3.3769,All SNPs
6.157,All SNPs
6.157,All SNPs
6.157,All SNPs
6.157,All SNPs
5.8075,All SNPs
3.5809,All SNPs
0.66538,All SNPs
0.66538,All SNPs
1.2208,All SNPs
6.7842,All SNPs
6.0221,All SNPs
6.0221,All SNPs
6.0221,All SNPs
6.0221,All SNPs
6.0221,All SNPs
6.0221,All SNPs
1.2107,All SNPs
1.2107,All SNPs
1.2107,All SNPs
4.8094,All SNPs
4.8094,All SNPs
4.8094,All SNPs
4.8094,All SNPs
3.5024,All SNPs
3.5024,All SNPs
3.5024,All SNPs
3.5024,All SNPs
3.5024,All SNPs
5.0394,All SNPs
5.0394,All SNPs
5.0394,All SNPs
5.0394,All SNPs
0.12798,All SNPs
4.8209,All SNPs
4.7502,All SNPs
4.7502,All SNPs
4.7502,All SNPs
4.7502,All SNPs
4.7502,All SNPs
4.7643,All SNPs
4.7643,All SNPs
4.7643,All SNPs
4.7643,All SNPs
4.7643,All SNPs
4.442,All SNPs
4.442,All SNPs
4.442,All SNPs
0.98328,All SNPs
1.1947,All SNPs
1.1947,All SNPs
1.1947,All SNPs
4.3623,All SNPs
3.8461,All SNPs
3.8461,All SNPs
3.8461,All SNPs
0.7485,All SNPs
0.7485,All SNPs
0.94705,All SNPs
7.9588,All SNPs
7.9588,All SNPs
7.9588,All SNPs
7.9588,All SNPs
7.9588,All SNPs
7.9588,All SNPs
0.15945,All SNPs
0.15945,All SNPs
0.15945,All SNPs
0.15945,All SNPs
0.15945,All SNPs
0.15945,All SNPs
0.15945,All SNPs
0.15945,All SNPs
0.15945,All SNPs
0.15945,All SNPs
1.2329,All SNPs
1.2329,All SNPs
1.2329,All SNPs
4.5703,All SNPs
4.5703,All SNPs
0.51273,All SNPs
5.9912,All SNPs
0.4086,All SNPs
6.4816,All SNPs
6.4816,All SNPs
6.4816,All SNPs
6.4816,All SNPs
6.4816,All SNPs
6.4816,All SNPs
6.4816,All SNPs
6.4816,All SNPs
3.4403,All SNPs
3.4403,All SNPs
0.56968,All SNPs
3.4652,All SNPs
5.4732,All SNPs
1.0936,All SNPs
5.3564,All SNPs
1.2763,All SNPs
1.2763,All SNPs
5.2835,All SNPs
5.2835,All SNPs
5.2835,All SNPs
0.94619,All SNPs
0.85366,All SNPs
0.85366,All SNPs
0.85366,All SNPs
0.85366,All SNPs
0.85366,All SNPs
0.85366,All SNPs
1.1876,All SNPs
1.1876,All SNPs
1.1876,All SNPs
1.1876,All SNPs
1.1876,All SNPs
1.1876,All SNPs
3.8122,All SNPs
3.8122,All SNPs
3.8122,All SNPs
7.5279,All SNPs
7.5279,All SNPs
7.5279,All SNPs
7.5279,All SNPs
0.85951,All SNPs
5.0242,All SNPs
5.1813,All SNPs
0.62163,All SNPs
4.9445,All SNPs
4.9445,All SNPs
4.9445,All SNPs
1.2053,All SNPs
1.2053,All SNPs
1.2053,All SNPs
1.2053,All SNPs
1.2053,All SNPs
1.2053,All SNPs
1.2053,All SNPs
3.8472,All SNPs
1.1257,All SNPs
1.1257,All SNPs
1.1257,All SNPs
1.1257,All SNPs
1.1257,All SNPs
1.1257,All SNPs
1.0658,All SNPs
5.7032,All SNPs
3.8634,All SNPs
6.1844,All SNPs
6.1844,All SNPs
6.1844,All SNPs
6.1844,All SNPs
6.1844,All SNPs
6.1844,All SNPs
6.1844,All SNPs
5.2057,All SNPs
5.2057,All SNPs
5.2057,All SNPs
4.6505,All SNPs
4.6505,All SNPs
4.6505,All SNPs
4.6505,All SNPs
4.6505,All SNPs
4.6505,All SNPs
4.6505,All SNPs
4.6505,All SNPs
4.6505,All SNPs
3.6325,All SNPs
0.78544,All SNPs
0.78544,All SNPs
0.78544,All SNPs
0.78544,All SNPs
0.78544,All SNPs
0.78544,All SNPs
0.78544,All SNPs
0.78544,All SNPs
5.4775,All SNPs
5.4775,All SNPs
0.69511,All SNPs
1.25,All SNPs
4.1021,All SNPs
4.1021,All SNPs
4.1021,All SNPs
1.0831,All SNPs
1.0831,All SNPs
1.0831,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
3.8554,All SNPs
0.99606,All SNPs
0.99606,All SNPs
0.40126,All SNPs
0.40126,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
0.595,All SNPs
4.4622,All SNPs
8.3551,All SNPs
4.692,All SNPs
4.692,All SNPs
3.8156,All SNPs
4.62,All SNPs
4.62,All SNPs
4.62,All SNPs
4.62,All SNPs
4.62,All SNPs
4.62,All SNPs
4.62,All SNPs
4.62,All SNPs
4.62,All SNPs
5.7685,All SNPs
0.57441,All SNPs
0.57441,All SNPs
0.57441,All SNPs
0.57441,All SNPs
0.57441,All SNPs
0.57441,All SNPs
0.57441,All SNPs
0.57441,All SNPs
0.57441,All SNPs
5.7849,All SNPs
1.3427,All SNPs
1.3427,All SNPs
1.3427,All SNPs
1.3427,All SNPs
1.3427,All SNPs
1.3427,All SNPs
1.2013,All SNPs
1.2013,All SNPs
1.2013,All SNPs
1.2013,All SNPs
8.9769,All SNPs
8.9769,All SNPs
8.9769,All SNPs
8.9769,All SNPs
1.0992,All SNPs
1.0992,All SNPs
1.0992,All SNPs
3.7156,All SNPs
3.7156,All SNPs
4.5343,All SNPs
3.5007,All SNPs
4.1243,All SNPs
4.1243,All SNPs
4.1243,All SNPs
4.1243,All SNPs
4.1243,All SNPs
6.845,All SNPs
6.845,All SNPs
6.845,All SNPs
6.845,All SNPs
4.3381,All SNPs
4.3381,All SNPs
4.3381,All SNPs
4.3381,All SNPs
4.3381,All SNPs
4.3381,All SNPs
4.3381,All SNPs
4.3381,All SNPs
4.3381,All SNPs
4.2792,All SNPs
4.2792,All SNPs
4.2792,All SNPs
4.2792,All SNPs
3.5868,All SNPs
3.5868,All SNPs
3.5868,All SNPs
6.1516,All SNPs
6.1516,All SNPs
1.2072,All SNPs
1.2072,All SNPs
1.2072,All SNPs
1.2072,All SNPs
1.2072,All SNPs
1.2072,All SNPs
1.2072,All SNPs
1.2072,All SNPs
1.2072,All SNPs
1.2072,All SNPs
1.2072,All SNPs
0.66715,All SNPs
4.1145,All SNPs
0.69981,All SNPs
0.69981,All SNPs
0.68812,All SNPs
0.68812,All SNPs
0.40621,All SNPs
0.40621,All SNPs
0.40621,All SNPs
4.3194,All SNPs
4.3194,All SNPs
4.3194,All SNPs
4.3194,All SNPs
4.3194,All SNPs
4.3194,All SNPs
4.3194,All SNPs
4.1601,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
0.10651,All SNPs
