id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc	Base_K562_pred	RRA
A549|chr11_20000422-20000922	8	0.10402	0.18386	0.702429	411	2	0.50547	0.073554	0.34032	1.0	373	6	0.50547	0.12895956487448307	-1.0
K562|chr3_196081621-196082121	4	0.10421	0.16386	0.69942	412	3	-0.65822	0.84052	0.90156	1.0	1482	1	-0.65822	0.9065619740470939	5.840372659341327
A549|chr6_112204637-112205137	7	0.10464	0.22101	0.748473	413	5	-0.54166	0.98386	0.9909	1.0	1588	1	-0.54166	0.5718405226145253	-1.0
K562|chr12_6606593-6607093	5	0.10495	0.18583	0.702429	414	3	-0.17993	0.038447	0.18321	1.0	215	1	-0.17993	0.8030234722042892	4.5345725315474255
K562|chr19_45881252-45881752	6	0.10525	0.19111	0.713065	415	3	-0.12049	0.046975	0.22122	1.0	265	2	-0.12049	0.6944561929796387	-1.0
K562|chr6_37093376-37093876	8	0.10529	0.1861	0.702429	416	5	-0.49463	0.32459	0.73977	1.0	939	3	-0.49463	0.5731611127392205	-1.0
A549|chr7_27161614-27162114	5	0.10533	0.18583	0.702429	417	4	-0.14987	0.62383	0.83849	1.0	1311	1	-0.14987	0.49865971292851174	-1.0
K562|chr19_16548293-16548793	6	0.10586	0.19111	0.713065	418	4	-0.79611	0.59929	0.87287	1.0	1292	2	-0.79611	0.5550020975789928	-1.0
A549|chr5_17258984-17259484	6	0.1062	0.19112	0.713065	419	3	-0.59597	0.29112	0.66494	1.0	893	2	-0.59597	0.17804293051829528	-1.0
K562|chr2_38749639-38750139	8	0.10657	0.1861	0.702429	420	5	-0.3715	0.36272	0.77014	1.0	993	3	-0.3715	0.7583708388063997	-1.0
K562|chr1_21781789-21782289	8	0.10658	0.1861	0.702429	421	2	0.43645	0.17341	0.54357	1.0	657	5	0.43645	0.816077398250821	-1.0
A549|chr3_71122623-71123123	8	0.10692	0.1861	0.702429	422	5	-0.15093	0.74924	0.93851	1.0	1408	2	-0.15093	0.8165209515500775	-1.0
A549|chr5_95801483-95801983	8	0.10722	0.1861	0.702429	423	4	-0.087897	0.41279	0.80067	1.0	1051	3	-0.087897	0.3966878187101117	-1.0
K562|chr6_16224880-16225380	7	0.10852	0.22102	0.748473	424	3	0.22284	0.045897	0.26	1.0	261	4	0.22284	0.24383767094357056	-1.0
A549|chr5_17257700-17258200	6	0.10857	0.19316	0.714371	425	3	0.012214	0.13504	0.44702	1.0	548	3	0.012214	0.25722996921997865	-1.0
A549|chr18_3671654-3672154	7	0.10909	0.22102	0.748473	426	5	-0.17383	0.8366	0.95532	1.0	1479	2	-0.17383	0.41817963073847203	-1.0
K562|chr19_16541799-16542299	5	0.10938	0.18863	0.71031	427	3	-0.11619	0.72909	0.8825	1.0	1393	2	-0.11619	0.7579066010389854	4.162506258384823
A549|chr13_112773014-112773514	8	0.11051	0.21409	0.748473	428	4	-0.039191	0.12455	0.4928	1.0	519	4	-0.039191	0.78095461892	-1.0
A549|chr12_62711884-62712384	6	0.11074	0.19748	0.723499	429	2	0.5403	0.089479	0.36636	1.0	428	4	0.5403	0.24374807856293237	-1.0
K562|chr16_81444248-81444748	4	0.11092	0.16386	0.69942	430	3	-0.76854	0.59172	0.79682	1.0	1286	1	-0.76854	0.6977659983253538	10.967703655260529
K562|chr19_19110697-19111197	4	0.11099	0.16386	0.69942	431	3	-0.21713	0.84203	0.90156	1.0	1484	1	-0.21713	0.8511764076754046	-1.0
A549|chr13_110347775-110348275	4	0.11186	0.16386	0.69942	432	3	-0.51305	0.68697	0.84098	1.0	1356	1	-0.51305	0.23632421226839095	-1.0
A549|chr3_58051140-58051640	8	0.11216	0.2141	0.748473	433	3	0.16871	0.27412	0.68335	1.0	870	5	0.16871	0.14589058190946994	-1.0
A549|chr10_119375500-119376000	8	0.11423	0.2164	0.748473	434	3	0.45533	0.016195	0.15814	1.0	106	5	0.45533	0.2669044052658997	-1.0
A549|chr4_57102034-57102534	7	0.11446	0.22384	0.748473	435	5	-0.27203	0.34538	0.7189	1.0	962	2	-0.27203	0.25236241962904504	-1.0
K562|chr12_130815246-130815746	8	0.11486	0.21841	0.748473	436	5	-0.25583	0.49655	0.85706	1.0	1157	3	-0.25583	0.5247512985457629	-1.0
A549|chr15_98850310-98850810	8	0.11493	0.21841	0.748473	437	5	-0.49536	0.37686	0.78396	1.0	1010	2	-0.49536	0.22972225574915972	-1.0
K562|chr11_94746662-94747162	8	0.11525	0.21842	0.748473	438	5	-0.53137	0.44415	0.8136	1.0	1096	3	-0.53137	0.5478471193685231	-1.0
A549|chr6_11171568-11172068	8	0.11538	0.21842	0.748473	439	4	-0.17171	0.33199	0.75211	1.0	944	3	-0.17171	0.4150730745943436	-1.0
A549|chr1_39176964-39177464	8	0.11547	0.21842	0.748473	440	5	-0.41672	0.9337	0.98357	1.0	1549	2	-0.41672	0.5417680223092093	-1.0
A549|chr2_20536653-20537153	8	0.116	0.22532	0.748473	441	5	-0.32836	0.021039	0.19001	1.0	136	3	-0.32836	0.2183998159451507	-1.0
A549|chr13_33228944-33229444	3	0.11703	0.15928	0.69942	442	1	0.35161	0.30349	0.56106	1.0	914	2	0.35161	0.16878586702365536	-1.0
A549|chr5_132498137-132498637	8	0.11718	0.22532	0.748473	443	4	0.18849	0.011124	0.091973	1.0	74	4	0.18849	0.7952344470684646	-1.0
K562|chr6_16257866-16258366	6	0.11758	0.20178	0.735933	444	4	-0.36119	0.8938	0.96464	1.0	1520	1	-0.36119	0.4746130460377875	-1.0
K562|chr7_107118397-107118897	8	0.11798	0.22532	0.748473	445	5	-0.36348	0.71026	0.93156	1.0	1380	3	-0.36348	0.3268144005221225	-1.0
A549|chr13_33277376-33277876	8	0.11803	0.22532	0.748473	446	4	-0.05312	0.015748	0.15495	1.0	104	4	-0.05312	0.8055751958279086	-1.0
K562|chr11_32428875-32429375	5	0.1181	0.19437	0.716955	447	2	-0.038735	0.13674	0.43043	1.0	555	2	-0.038735	0.442909868216536	-1.0
A549|chr2_237689148-237689648	7	0.11827	0.22518	0.748473	448	4	-0.49622	0.5895	0.87965	1.0	1285	2	-0.49622	0.782353975520169	-1.0
A549|chr15_60421473-60421973	8	0.11841	0.22533	0.748473	449	3	0.19781	0.086991	0.38695	1.0	420	4	0.19781	0.708535735992645	-1.0
K562|chr18_3586729-3587229	8	0.11861	0.22533	0.748473	450	5	-0.2717	0.82912	0.96504	1.0	1474	2	-0.2717	0.7782729398582033	-1.0
K562|chr19_19105483-19105983	8	0.11866	0.22533	0.748473	451	3	0.31608	0.11747	0.47778	1.0	508	5	0.31608	0.5365247117587103	4.249591897869657
A549|chr4_168832999-168833499	8	0.11911	0.22533	0.748473	452	4	0.042666	0.2143	0.62988	1.0	741	4	0.042666	0.7508559935124947	-1.0
A549|chr2_237616595-237617095	8	0.11929	0.22533	0.748473	453	4	-0.043969	0.38329	0.78663	1.0	1019	4	-0.043969	0.16283438103451453	-1.0
K562|chr16_85326689-85327189	8	0.11992	0.22533	0.748473	454	2	0.54307	0.0093265	0.075429	1.0	61	6	0.54307	0.22931041276340544	-1.0
A549|chr20_54172591-54173091	8	0.12	0.22533	0.748473	455	4	-0.095072	0.054098	0.28434	1.0	292	3	-0.095072	0.41942919279994584	-1.0
K562|chr10_131900651-131901151	4	0.12003	0.16387	0.69942	456	1	0.43138	0.067991	0.24237	1.0	352	3	0.43138	0.7060947323336303	-1.0
A549|chr9_21559008-21559508	7	0.12004	0.22657	0.748473	457	3	0.10326	0.363	0.728	1.0	995	4	0.10326	0.7498891349007291	-1.0
K562|chr1_8876429-8876929	7	0.12039	0.22657	0.748473	458	5	-0.347	0.26273	0.66101	1.0	845	2	-0.347	0.17796112604582792	-1.0
K562|chr21_37372861-37373361	8	0.12047	0.22533	0.748473	459	4	-0.052424	0.42835	0.80067	1.0	1070	4	-0.052424	0.2606776853696618	-1.0
A549|chr1_93623802-93624302	8	0.12047	0.22533	0.748473	460	5	-0.43768	0.65847	0.91966	1.0	1330	3	-0.43768	0.2614605164516646	-1.0
A549|chr5_136079145-136079645	6	0.12064	0.20705	0.748473	461	3	-0.25134	0.83408	0.94467	1.0	1476	1	-0.25134	0.23849378073361976	-1.0
A549|chr10_34696359-34696859	8	0.12119	0.23305	0.748473	462	4	-0.007828	0.21772	0.62989	1.0	750	4	-0.007828	0.20894048418557867	-1.0
A549|chr4_168840356-168840856	7	0.12119	0.22658	0.748473	463	4	-0.66097	0.052229	0.26685	1.0	284	3	-0.66097	0.7008848195524543	-1.0
A549|chr15_60353405-60353905	8	0.12162	0.23305	0.748473	464	4	-0.37458	0.91477	0.97912	1.0	1538	2	-0.37458	0.6307135935037311	-1.0
A549|chr20_38118050-38118550	8	0.12191	0.23305	0.748473	465	5	-0.44641	0.7795	0.95399	1.0	1435	3	-0.44641	0.1982903827829091	-1.0
K562|chr17_82109036-82109536	8	0.12245	0.24175	0.748473	466	5	-0.42695	0.97076	0.99154	1.0	1578	1	-0.42695	0.6851848809864213	-1.0
A549|chr7_116495648-116496148	8	0.12251	0.24175	0.748473	467	4	-0.38864	0.77078	0.95173	1.0	1428	3	-0.38864	0.4221412580953863	-1.0
A549|chr15_60444200-60444700	8	0.12257	0.24175	0.748473	468	5	-0.45233	0.36204	0.77014	1.0	991	2	-0.45233	0.23655101006615137	-1.0
A549|chr3_66473133-66473633	8	0.12353	0.24175	0.748473	469	4	-0.27194	0.74357	0.9385	1.0	1403	3	-0.27194	0.7932857724445085	-1.0
K562|chr8_22690965-22691465	5	0.12386	0.19696	0.723231	470	3	-0.038121	0.36621	0.69674	1.0	997	2	-0.038121	0.7974736655569946	-1.0
A549|chr1_234932612-234933112	5	0.12431	0.19696	0.723231	471	3	-0.093939	0.56517	0.82615	1.0	1266	1	-0.093939	0.7735963090681696	-1.0
A549|chr15_96319668-96320168	8	0.12433	0.24175	0.748473	472	3	0.52904	0.069817	0.33132	1.0	359	5	0.52904	0.8450101878296293	-1.0
K562|chr14_102502656-102503156	6	0.12452	0.20706	0.748473	473	4	-0.29326	0.21419	0.55596	1.0	740	2	-0.29326	0.8247400542348394	-1.0
K562|chr11_78424235-78424735	7	0.12452	0.23341	0.748473	474	4	-0.2818	0.51457	0.84886	1.0	1191	3	-0.2818	0.2914507446257062	-1.0
#chr19_55115305_55115327_55115306	1	0.12457	0.10272	0.587949	475	1	-1.4755	0.87543	0.89728	1.0	1508	0	-1.4755	-1.0	-1.0
A549|chr4_168867076-168867576	8	0.12494	0.24176	0.748473	476	4	-0.32344	0.46081	0.82903	1.0	1118	4	-0.32344	0.5183567794182116	-1.0
K562|chr22_41835441-41835941	8	0.12496	0.24176	0.748473	477	2	0.64626	0.0067761	0.063277	1.0	49	6	0.64626	0.479297674861949	-1.0
A549|chr1_93581712-93582212	6	0.12531	0.20944	0.748473	478	4	-0.33237	0.44537	0.77891	1.0	1098	2	-0.33237	0.38771075054264276	-1.0
A549|chr2_43230911-43231411	8	0.12538	0.24176	0.748473	479	5	-0.29358	0.6633	0.92155	1.0	1337	2	-0.29358	0.726648469294271	-1.0
A549|chr20_19913312-19913812	5	0.12566	0.21702	0.748473	480	3	-0.74736	0.02814	0.15113	1.0	164	2	-0.74736	0.7512336734613628	-1.0
A549|chr12_62720585-62721085	8	0.12571	0.24176	0.748473	481	4	-0.26729	0.74358	0.9385	1.0	1404	3	-0.26729	0.24063733951512079	-1.0
A549|chr15_78037714-78038214	7	0.12577	0.23801	0.748473	482	2	0.1989	0.14231	0.4767	1.0	576	5	0.1989	0.23120366346986793	-1.0
K562|chr19_13142739-13143239	8	0.12622	0.24176	0.748473	483	2	0.42915	0.023357	0.19736	1.0	145	5	0.42915	0.6053995825667825	-1.0
A549|chr9_696312-696812	7	0.12652	0.23801	0.748473	484	5	-0.15853	0.84173	0.95634	1.0	1483	2	-0.15853	0.20678649036865462	-1.0
A549|chr3_71160670-71161170	8	0.12684	0.25136	0.748473	485	4	-0.13003	0.32061	0.73702	1.0	936	4	-0.13003	0.7708032816718685	-1.0
A549|chr15_89133210-89133710	8	0.1281	0.25136	0.748473	486	2	0.38382	0.057603	0.29819	1.0	306	6	0.38382	0.45450095287972575	-1.0
A549|chr11_122157501-122158001	8	0.12872	0.25136	0.748473	487	5	-0.15524	0.040564	0.24873	1.0	229	3	-0.15524	0.37338217429887843	-1.0
A549|chr21_38818945-38819445	8	0.12914	0.25136	0.748473	488	5	-0.21591	0.40331	0.79154	1.0	1042	3	-0.21591	0.3977530316403047	-1.0
A549|chr9_38018178-38018678	7	0.12918	0.24126	0.748473	489	3	0.41115	0.043938	0.25186	1.0	245	4	0.41115	0.7530937891705679	-1.0
A549|chr12_76031457-76031957	8	0.12935	0.25136	0.748473	490	3	0.30567	0.040714	0.25449	1.0	231	5	0.30567	0.8263213242739721	5.314768969511188
K562|chr12_6611776-6612276	8	0.12987	0.25136	0.748473	491	4	-0.098655	0.25858	0.67555	1.0	837	4	-0.098655	0.46362167679223343	-1.0
A549|chr10_125162574-125163074	8	0.13017	0.25136	0.748473	492	5	-0.444	0.64419	0.91441	1.0	1324	3	-0.444	0.6504171843628589	-1.0
#chr3_46372053_46372075_46372074	1	0.13039	0.10928	0.599832	493	1	-1.2672	0.86961	0.89072	1.0	1500	0	-1.2672	-1.0	-1.0
A549|chr11_48092848-48093348	8	0.13122	0.2534	0.748473	494	2	0.13929	0.23353	0.65408	1.0	790	4	0.13929	0.7795415664607631	-1.0
K562|chr3_4973171-4973671	8	0.13123	0.2534	0.748473	495	4	0.22663	0.039543	0.24872	1.0	225	4	0.22663	0.7487477113348469	-1.0
K562|chr5_139701167-139701667	8	0.13156	0.2534	0.748473	496	5	-0.23913	0.73659	0.93735	1.0	1396	3	-0.23913	0.7269515017574544	-1.0
K562|chr8_22685560-22686060	8	0.13185	0.2534	0.748473	497	4	-0.17684	0.27822	0.6985	1.0	878	3	-0.17684	0.2423116453348606	-1.0
A549|chr10_3741791-3742291	8	0.13221	0.2534	0.748473	498	5	-0.24273	0.30073	0.71872	1.0	909	2	-0.24273	0.7756745036957603	-1.0
K562|chr15_92806677-92807177	8	0.13251	0.2534	0.748473	499	5	-0.3149	0.38197	0.78396	1.0	1018	1	-0.3149	0.4433849302004089	-1.0
A549|chr18_3626343-3626843	8	0.13372	0.25341	0.748473	500	4	-0.12148	0.62267	0.90764	1.0	1309	2	-0.12148	0.6274798669806981	-1.0
A549|chr12_106138289-106138789	8	0.13402	0.25341	0.748473	501	5	-0.19828	0.53275	0.87488	1.0	1217	3	-0.19828	0.8163915395102065	-1.0
A549|chr20_54174062-54174562	7	0.13425	0.2563	0.748473	502	2	0.53138	0.039291	0.23473	1.0	223	5	0.53138	0.7562138263232792	-1.0
K562|chr2_10304371-10304871	6	0.13433	0.21552	0.748473	503	3	-0.30083	0.87051	0.9567	1.0	1502	1	-0.30083	0.772878821111439	-1.0
K562|chr11_117952441-117952941	8	0.13451	0.25341	0.748473	504	4	-0.4017	0.59548	0.8997	1.0	1290	3	-0.4017	0.4285092680517401	-1.0
A549|chr9_131674174-131674674	8	0.13461	0.25341	0.748473	505	5	-0.24464	0.55834	0.88067	1.0	1254	3	-0.24464	0.28863544331061003	-1.0
A549|chr11_128466169-128466669	8	0.1352	0.25556	0.748473	506	5	-0.32566	0.1964	0.58249	1.0	709	2	-0.32566	0.676818283830472	-1.0
A549|chr1_8341579-8342079	8	0.13621	0.25803	0.748473	507	5	-0.18942	0.09629	0.40787	1.0	447	3	-0.18942	0.3861235471593512	-1.0
A549|chr13_110347380-110347880	8	0.13639	0.25803	0.748473	508	4	-0.18337	0.13025	0.4928	1.0	531	3	-0.18337	0.7617662250674864	-1.0
K562|chr1_47231562-47232062	7	0.13647	0.25631	0.748473	509	4	-0.45598	0.16359	0.5331	1.0	635	3	-0.45598	0.46914860095368816	3.5936301645307323
A549|chr12_106147949-106148449	8	0.13683	0.25803	0.748473	510	3	0.52443	0.026682	0.21099	1.0	159	5	0.52443	0.2141100457777981	-1.0
A549|chr2_43170692-43171192	8	0.13733	0.25803	0.748473	511	4	-0.16656	0.65974	0.91967	1.0	1332	3	-0.16656	0.20562552940983372	-1.0
K562|chr3_196061715-196062215	8	0.13751	0.25803	0.748473	512	5	-0.32214	0.22092	0.63241	1.0	759	2	-0.32214	0.7813652980463555	-1.0
A549|chr2_55134295-55134795	7	0.13835	0.25772	0.748473	513	3	-0.048777	0.4499	0.82019	1.0	1108	3	-0.048777	0.17822139899834394	-1.0
K562|chr9_131372517-131373017	8	0.13909	0.25803	0.748473	514	4	-0.33489	0.74993	0.93851	1.0	1411	2	-0.33489	0.8183665417555513	-1.0
K562|chr20_32363253-32363753	8	0.13993	0.25803	0.748473	515	4	-0.10211	0.18385	0.56632	1.0	680	3	-0.10211	0.4123482416228302	-1.0
A549|chr2_237680986-237681486	8	0.14054	0.2602	0.748473	516	4	-0.21974	0.7628	0.94581	1.0	1424	3	-0.21974	0.605727413161148	-1.0
K562|chr2_10303918-10304418	4	0.1407	0.19322	0.714371	517	2	-0.084362	0.84025	0.90156	1.0	1481	1	-0.084362	0.8385347288203215	3.1245335841336144
K562|chr17_75108859-75109359	8	0.14117	0.2602	0.748473	518	4	0.0088375	0.34891	0.75728	1.0	972	4	0.0088375	0.23013684723157773	-1.0
A549|chr4_57111186-57111686	6	0.14146	0.22698	0.748473	519	3	0.050923	0.15717	0.50057	1.0	621	3	0.050923	0.7602361227162432	-1.0
K562|chr19_16542307-16542807	4	0.14164	0.19322	0.714371	520	1	0.3314	0.14905	0.40178	1.0	593	3	0.3314	0.8470860405169236	4.162506258384823
A549|chr6_112281753-112282253	7	0.14203	0.26055	0.748473	521	4	-0.4706	0.75234	0.9324	1.0	1412	2	-0.4706	0.5355274889612469	-1.0
A549|chr5_135993968-135994468	8	0.14204	0.2602	0.748473	522	4	-0.38467	0.036471	0.23375	1.0	209	3	-0.38467	0.22098491560710928	-1.0
A549|chr10_34736985-34737485	5	0.14262	0.22692	0.748473	523	3	-0.35565	0.29559	0.62824	1.0	901	2	-0.35565	0.8718304161102433	-1.0
A549|chr2_9288668-9289168	5	0.14262	0.22692	0.748473	524	2	0.2908	0.026845	0.14825	1.0	160	3	0.2908	0.7896972374776162	-1.0
K562|chr1_47230690-47231190	4	0.14263	0.19323	0.714371	525	2	-0.14437	0.69545	0.8437	1.0	1367	1	-0.14437	0.5008335212277187	3.5936301645307323
A549|chr7_27104184-27104684	7	0.1427	0.26055	0.748473	526	3	-0.13828	0.14174	0.47669	1.0	573	3	-0.13828	0.7824316990240484	-1.0
A549|chr7_27173418-27173918	8	0.14293	0.2602	0.748473	527	5	-0.18034	0.68679	0.92485	1.0	1355	2	-0.18034	0.6530583203042548	-1.0
A549|chr21_39051789-39052289	8	0.14301	0.2602	0.748473	528	2	0.30359	0.17383	0.54358	1.0	659	5	0.30359	0.2141715723084808	-1.0
K562|chr10_3068585-3069085	2	0.14302	0.18341	0.702429	529	2	-0.33155	0.82059	0.86365	1.0	1467	0	-0.33155	0.3862491478784541	6.48011952667834
A549|chr7_47557802-47558302	8	0.14325	0.26242	0.748473	530	5	-0.38443	0.56398	0.8883	1.0	1264	2	-0.38443	0.7461124722111998	-1.0
K562|chr17_79817569-79818069	8	0.14363	0.26243	0.748473	531	3	0.13864	0.0049918	0.05013	1.0	32	4	0.13864	0.6995536932168448	-1.0
A549|chr4_7811179-7811679	8	0.14425	0.2638	0.748473	532	4	0.21675	0.13468	0.49727	1.0	544	4	0.21675	0.4381930160310398	-1.0
A549|chr2_160367815-160368315	8	0.14442	0.2638	0.748473	533	3	0.11366	0.51965	0.87067	1.0	1201	4	0.11366	0.7055176707964735	-1.0
A549|chr20_19941125-19941625	8	0.14472	0.2638	0.748473	534	5	-0.18983	0.68781	0.92485	1.0	1357	3	-0.18983	0.20955018601485764	-1.0
K562|chr19_15333569-15334069	8	0.14548	0.2638	0.748473	535	4	-0.10347	0.031676	0.2203	1.0	182	2	-0.10347	0.20868683042661892	-1.0
A549|chr22_46071957-46072457	8	0.14609	0.2638	0.748473	536	4	-0.061906	0.69292	0.92485	1.0	1365	2	-0.061906	0.47810037987049764	-1.0
K562|chr11_117987023-117987523	8	0.14645	0.2638	0.748473	537	5	-0.35966	0.70715	0.93053	1.0	1376	3	-0.35966	0.6920934798437608	-1.0
K562|chr11_118005708-118006208	7	0.14648	0.26367	0.748473	538	2	0.20586	0.20389	0.60143	1.0	718	4	0.20586	0.667461497621505	-1.0
A549|chr6_112205405-112205905	8	0.1467	0.2638	0.748473	539	5	-0.28829	0.91304	0.97848	1.0	1536	2	-0.28829	0.24365742976106694	-1.0
A549|chr2_54629348-54629848	7	0.14696	0.26367	0.748473	540	4	-0.37948	0.54686	0.85886	1.0	1232	2	-0.37948	0.2271660098790104	-1.0
A549|chr20_54174331-54174831	5	0.14726	0.22693	0.748473	541	3	-0.27797	0.21049	0.52909	1.0	735	2	-0.27797	0.7708312333360334	-1.0
A549|chr11_48047569-48048069	6	0.14755	0.23575	0.748473	542	4	-0.17071	0.53943	0.82876	1.0	1226	2	-0.17071	0.474135565184177	-1.0
A549|chr1_8005554-8006054	8	0.14757	0.2638	0.748473	543	5	-0.18504	0.42595	0.80067	1.0	1064	2	-0.18504	0.48033629202088735	-1.0
A549|chr20_19996856-19997356	8	0.14794	0.2638	0.748473	544	2	0.57405	0.040323	0.24873	1.0	227	5	0.57405	0.6474239456139315	-1.0
A549|chr15_85613992-85614492	8	0.14894	0.2638	0.748473	545	5	-0.17791	0.89215	0.97606	1.0	1518	2	-0.17791	0.6227167392096477	-1.0
A549|chr11_128523304-128523804	7	0.14917	0.26367	0.748473	546	3	0.19632	0.35187	0.7189	1.0	976	4	0.19632	0.7533965942082095	-1.0
A549|chr4_87117653-87118153	8	0.14932	0.2638	0.748473	547	5	-0.40222	0.088552	0.39582	1.0	426	3	-0.40222	0.4422561008151198	-1.0
K562|chr10_11891445-11891945	8	0.14978	0.26654	0.748473	548	2	0.20428	0.21519	0.62988	1.0	744	5	0.20428	0.8297686173035602	-1.0
A549|chr14_68659458-68659958	6	0.15309	0.2577	0.748473	549	4	-0.21206	0.95678	0.97652	1.0	1567	1	-0.21206	0.23845218381599337	-1.0
A549|chr7_116573950-116574450	8	0.15332	0.26654	0.748473	550	4	-0.25629	0.4002	0.78664	1.0	1040	4	-0.25629	0.8048493177109706	-1.0
A549|chr7_131000337-131000837	7	0.15454	0.26368	0.748473	551	3	0.2129	0.19392	0.58375	1.0	701	4	0.2129	0.7317195868966507	-1.0
A549|chr5_59039697-59040197	8	0.1548	0.26897	0.748473	552	4	-0.081061	0.44648	0.8136	1.0	1100	3	-0.081061	0.7836943630386874	-1.0
K562|chr6_16216654-16217154	3	0.15687	0.23249	0.748473	553	1	-0.077131	0.77009	0.83389	1.0	1426	1	-0.077131	0.6759211224219888	-1.0
A549|chr18_77132984-77133484	8	0.15771	0.27178	0.748473	554	2	0.19295	0.08702	0.38959	1.0	421	6	0.19295	0.33144884984206946	-1.0
A549|chr15_57618301-57618801	8	0.15862	0.27178	0.748473	555	3	0.24911	0.21274	0.62338	1.0	737	5	0.24911	0.26598566547951236	-1.0
K562|chr17_79838919-79839419	8	0.15866	0.27178	0.748473	556	4	-0.095773	0.56253	0.8883	1.0	1262	3	-0.095773	0.791119708871273	3.629006066485256
K562|chr22_41834533-41835033	6	0.15878	0.26082	0.748473	557	4	-0.35473	0.47984	0.79768	1.0	1136	2	-0.35473	0.16617585839359855	-1.0
A549|chr16_89358098-89358598	8	0.15921	0.27439	0.748473	558	4	-0.33353	0.06601	0.32306	1.0	338	3	-0.33353	0.5281049307606064	-1.0
A549|chr8_30389651-30390151	8	0.15954	0.27439	0.748473	559	5	-0.33147	0.37067	0.77244	1.0	1004	2	-0.33147	0.7602605258098011	-1.0
A549|chr15_85617368-85617868	8	0.16014	0.27439	0.748473	560	4	-0.072876	0.53059	0.87246	1.0	1214	3	-0.072876	0.7783414474285294	-1.0
A549|chr8_109561592-109562092	8	0.16026	0.27439	0.748473	561	5	-0.5491	0.031772	0.2203	1.0	183	3	-0.5491	0.5457541281237843	-1.0
A549|chr8_30385400-30385900	7	0.1604	0.26762	0.748473	562	1	0.63732	0.015217	0.14552	1.0	100	6	0.63732	0.7914343532594124	-1.0
A549|chr4_7805486-7805986	5	0.16055	0.24679	0.748473	563	2	0.15269	0.30232	0.63961	1.0	912	3	0.15269	0.2242292729705558	-1.0
A549|chr20_54068939-54069439	7	0.16086	0.26762	0.748473	564	4	-0.48845	0.47392	0.83056	1.0	1128	3	-0.48845	0.775338602333822	-1.0
A549|chr17_27353242-27353742	3	0.16142	0.23249	0.748473	565	2	-0.39733	0.080477	0.24077	1.0	396	1	-0.39733	0.7527389568603171	3.6757175447023074
K562|chr7_50305176-50305676	8	0.16163	0.27439	0.748473	566	5	-0.23981	0.55598	0.88067	1.0	1249	3	-0.23981	0.18525922152255703	-1.0
A549|chr3_127792788-127793288	8	0.16187	0.27439	0.748473	567	5	-0.24483	0.51756	0.87067	1.0	1194	2	-0.24483	0.4884539860680742	-1.0
A549|chr8_109588507-109589007	8	0.16191	0.27439	0.748473	568	3	0.23197	0.26674	0.67969	1.0	854	4	0.23197	0.3078026762603123	-1.0
A549|chr2_43173842-43174342	6	0.16223	0.2639	0.748473	569	4	-0.25982	0.86422	0.95556	1.0	1496	1	-0.25982	0.5088158829359993	-1.0
A549|chr10_102764821-102765321	8	0.16293	0.27439	0.748473	570	3	0.23391	0.22509	0.63703	1.0	773	4	0.23391	0.2440337567200632	-1.0
K562|chr2_26788760-26789260	8	0.16393	0.27589	0.748684	571	4	-0.43587	0.91049	0.97798	1.0	1532	2	-0.43587	0.7375682792346372	-1.0
A549|chr1_64910509-64911009	8	0.16446	0.27589	0.748684	572	4	-0.1745	0.30651	0.72805	1.0	917	3	-0.1745	0.759603330454078	-1.0
A549|chr3_57992775-57993275	8	0.16453	0.27589	0.748684	573	4	-0.29951	0.20861	0.6151	1.0	729	3	-0.29951	0.7968744240340919	-1.0
A549|chr15_98903893-98904393	8	0.16497	0.27769	0.748684	574	3	0.076246	0.10466	0.43246	1.0	469	3	0.076246	0.7840574881464616	-1.0
A549|chr12_53006451-53006951	1	0.16561	0.10929	0.599832	575	1	-0.96162	0.83439	0.89071	1.0	1477	0	-0.96162	0.7797706617355544	3.042593866112812
A549|chr8_17803325-17803825	7	0.16571	0.28009	0.752615	576	4	-0.086018	0.3415	0.71578	1.0	956	3	-0.086018	0.5059247030828962	-1.0
K562|chr19_4403093-4403593	8	0.16618	0.27769	0.748684	577	3	-0.020337	0.78281	0.95399	1.0	1437	3	-0.020337	0.6369038318944493	-1.0
K562|chr10_131900405-131900905	4	0.16717	0.21798	0.748473	578	1	0.40876	0.068405	0.24237	1.0	353	3	0.40876	0.7143255429765468	-1.0
A549|chr1_93617589-93618089	8	0.16727	0.2777	0.748684	579	3	0.22561	0.23352	0.65408	1.0	789	5	0.22561	0.7144862874929375	-1.0
K562|chr17_78265308-78265808	7	0.16733	0.28009	0.752615	580	2	0.30061	0.073423	0.33565	1.0	372	5	0.30061	0.8473220876231483	-1.0
A549|chr16_81445302-81445802	8	0.16738	0.2777	0.748684	581	2	0.37252	0.039599	0.24872	1.0	226	6	0.37252	0.353072844283265	10.967703655260529
K562|chr19_4398089-4398589	8	0.16825	0.28683	0.7533	582	4	-0.090003	0.49692	0.85706	1.0	1158	4	-0.090003	0.40384090466777284	-1.0
A549|chr3_71039269-71039769	8	0.16872	0.28683	0.7533	583	4	-0.19952	0.60717	0.90135	1.0	1297	3	-0.19952	0.77610957912936	-1.0
